,0,1,2,3,4,5,6,7,8,9,10
0,2.631531868021749,2.6336032094220867,2.637838039178134,2.6421885538956764,2.646660565540084,2.6512624669315907,2.6560036090860333,2.66089360256981,2.665944379869743,2.6711688027308833,2.6765814410604394
1,5.197729652870914,5.205794054675552,5.222322396028112,5.2394214979552025,5.257139892419515,5.2755319870560475,5.294659153357128,5.314591967860972,5.335410737269156,5.357208936395241,5.3800956450885495
2,7.700059353715967,7.717654478873884,7.753906209415407,7.791689665422935,7.831158718258015,7.87249116412854,7.915894324999308,7.961610587802172,8.009927087239458,8.061187716196688,8.115807646808689
3,10.1399132199566,10.170244712005909,10.23305487471962,10.298996061230113,10.36843276669125,10.441795979467013,10.519600449839329,10.60246495410937,10.691145456319932,10.786576550505977,10.889931008551955
4,12.518675937137491,12.564626782033317,12.660249845281676,12.76135619701774,12.868670867319908,12.983069632477688,13.10562252132067,13.237653107940915,13.380824633807334,13.537264941254527,13.709749859777938
5,14.837709699973331,14.901858053214129,15.035987435851201,15.178798915715504,15.331575787286528,15.49589968265838,15.673748203282145,15.867631573284461,16.080795549486307,16.317532319267507,16.58365473953041
6,17.0983540988956,17.182990687658776,17.36077924332034,17.551367602410966,17.756844711254093,17.979835484319267,18.223693416834855,18.49278117207129,18.792894962295495,19.13193636536684,19.520958736547737
7,19.301926658412444,19.40907101983273,19.635150176151793,19.8791197447273,20.144170113216106,20.434384268493744,20.75508619189163,21.113360674789487,21.51885602105452,21.98505547325314,22.531237098593547
8,21.44972039518911,21.581139290464854,21.85963927926271,22.162128592283953,22.493240401543794,22.859007536145185,23.267447326877086,23.72944658841007,24.260135714465502,24.880997598567614,25.622823535620274
9,23.54300909319351,23.700228793847568,24.034799169469164,24.40048370482937,24.803741026961436,25.253117768222186,25.760168728126224,26.340854604473048,27.017663115657406,27.822585204105472,28.80015887675723
10,25.583043162178885,25.767365466159966,26.161195480077808,26.594291538299867,27.075355797731607,27.61607563363093,28.232490447333145,28.947042732570882,29.791495101176935,30.81018836418895,32.06029738110183
11,27.571050707475447,27.783567193551942,28.239406286057978,28.743676408855343,29.307767582627143,29.947186246604385,30.683474862714046,31.546999796141172,32.58039179568397,33.84036477861855,35.390033692389444
12,29.508237758444746,29.749843636392093,30.27002232190936,30.848780458971756,31.500661204318163,32.24569848766032,33.11198093170237,34.13911730228697,35.38136032748478,36.904725498777175,38.76566481409792
13,31.39578825067528,31.667196270925846,32.253646010577015,32.90976506296916,33.653724760885396,34.51080325640848,35.5166398630737,36.72107058764023,38.18926299905663,39.98959908535752,42.156019988943335
14,33.23486439947135,33.53661735051857,34.190890235864906,34.92681175803326,35.76665152627294,36.74163357430287,37.89583301351662,39.2897129308667,40.99662588707105,43.0768377994131,45.52718599968495
15,35.026606459928864,35.35908893465807,36.08237841481611,36.90012193378834,37.83914227399688,38.9372661575678,40.247678795013286,41.84101646520916,43.79375544871061,46.14557426104568,48.846754431251654
16,36.772132815994134,37.13558267427092,37.928744043782,38.82991728421956,39.87090856032059,41.09672472559248,42.57002627548868,44.370078382893354,46.56920054374288,49.17431272253158,52.086496611333644
17,38.472540422291324,38.86705936591912,39.730630113278615,40.716440969259644,41.86167474662315,43.21898497825868,44.86046291823393,46.87121007590431,49.31047383337736,52.14274702968475,55.22350910663133
