,0,1,2,3,4
0,2.3099423717248033,2.4718134441881903,2.6399985986617263,2.8144467661970944,2.9950952465333414
1,4.584062830137733,4.901528867429612,5.230797643234018,5.571697640440499,5.92403272672269
2,6.822412491674307,7.289259701655166,7.772597318589675,8.272070833751242,8.787287147817276
3,9.025050507267993,9.63512978363626,10.265612658164544,10.915904307894824,11.585359167196124
4,11.192045329044586,11.939276338508783,12.710075362011413,13.503557576171524,14.318776319299491
5,13.323474763233584,14.201848711899377,15.106233731924721,16.035411679565065,16.98809338746182
6,15.419426124926234,16.423009528042094,17.454353614861972,18.511869202326892,19.59389106869749
7,17.47999709541561,18.602934507625417,19.754716940192296,20.933353767653607,22.136776754065487
8,19.50529455125617,20.741812177724448,22.007623155554285,23.30031088064656,24.617384293161546
9,21.495435803476223,22.839844857891983,24.213389083034397,25.613207654003613,27.03637358345932
10,23.45054857448327,24.89724853488264,26.37234895888458,27.872532686223554,29.394430447321685
11,25.370771216424604,26.91425298333618,28.484854502142138,30.078796115868393,31.692266095227605
12,27.25625277435291,28.891101958764203,30.551274938060622,32.232529146975644,33.930616120805034
13,29.107153220041496,30.828053153868286,32.57199679648727,34.33428378567023,36.110240470275066
14,30.923643390665426,32.725378267401275,34.547423984190004,36.3846328322191,38.23192218443669
15,32.70590522788541,34.58336316521655,36.4779778546997,38.38416877252752,40.296467094271584
16,34.45413201215447,36.40230809508592,38.36409620466758,40.33350404536288,42.3047022232033
17,36.168528585296414,38.18252680390877,40.20623386446523,42.23326981627402,44.25747528040029
18,37.84931062201288,39.92434712165408,42.00486194828019,44.08411562140252,46.15565326190545
19,39.49670516577289,41.628110806453094,43.760467373506785,45.886708781063504,48.00012130703297
20,41.11095079572262,43.29417285366371,45.47355296193774,47.641733105389605,49.7917816462865
21,42.6922970256109,44.922901958468145,47.14463624692875,49.34988875754039,51.53155190560693
22,44.2410047153745,46.51467980577534,48.77424954006129,51.011890703669366,53.2203642260027
23,45.757345903462934,48.069900782097356,50.36293916055605,52.62846819380719,54.85916334239759
24,47.2416032674476,49.588972050083456,51.911264539425844,54.200363633523985,56.448905597885876
25,48.694070519182574,51.072312608669606,53.41979813275066,55.72833138101628,57.99055734837108
26,50.11505196595575,52.52035325758214,54.88912408667918,57.21313708116178,59.48509332305557
27,51.50486204002148,53.93353622134407,56.31983791410589,58.655556344464046,60.93349491987859
28,52.863825588023325,55.312314175297786,57.71254579319789,60.056373479895306,62.33674897081272
29,54.1922771892913,56.65715033706779,59.06786353298224,61.4163802130364,63.695846854918365
30,55.490560834642594,57.968517778199384,60.38641565992245,62.736374885690175,65.01178194586622
31,56.75902995505029,59.246898625111534,61.66883446990531,64.01716175961785,66.28554871850444
32,57.998046897655925,60.492783498928105,62.915759501225956,65.25954887381147,67.51814149582628
33,59.207982346719724,61.70667078241965,64.12783710146391,66.46434738018397,68.71055255532471
34,60.389215018860995,62.88906643916555,65.30571857965823,67.63237071501345,69.86377113821177
35,61.54213111312817,64.04048344794748,66.45005969386933,68.76443292242908,70.97878212944897
36,62.66712435919545,65.16144051406593,67.56152021204677,69.86134781054162,72.05656456853923
37,63.764595339772164,66.25246169063384,68.64076246203369,70.9239280921197,73.09809072832309
38,64.8349507263308,67.3140760591701,69.6884505723762,71.95298399111921,74.10432488915868
39,65.8786029955801,68.34681658431917,70.70524993332859,72.94932239504577,75.07622213497486
40,66.89597016049466,69.35121952235717,71.69182606789956,73.91374609022665,76.01472755134871
41,67.8874749219626,70.32782400384232,72.6488437728194,74.8470525388936,76.92077517009233
42,68.853544235168,71.27717116994792,73.57696658033757,75.75003311127458,77.79528704536688
43,69.79460898281674,72.19980343669984,74.4768558659689,76.62347241748462,78.63917260221864
44,70.71110331311218,73.09626401719962,75.3491699669165,77.46814729581202,79.45332773499986
45,71.6034640637056,73.96709632830941,76.19456363056617,78.28482615918742,80.2386341074572
46,72.47213035740926,74.81284314507027,77.01368737890962,79.0742684422418,80.99595862056843
47,73.31754318205155,75.63404609007631,77.80718665464804,79.83722373962216,81.72615301503745
48,74.14014466839765,76.4312452350691,78.57570131291257,80.574431240246,82.4300531587723
49,74.94037765565831,77.20497828471832,79.31986516992791,81.28661933737341,83.10847870846582
50,75.71868538725668,77.95578006918984,80.04030519954047,81.97450519621694,83.76223271412202
51,76.47551084098077,78.68418219795169,80.73764105705764,82.63879408904823,84.39210134007851
52,77.21129625590426,79.39071242680176,81.41248474455271,83.28017908765521,84.99885366057649
53,77.92648281515179,80.07589414301465,82.06544027227163,83.89934073386539,85.58324145088427
54,78.62151019645344,80.7402459435303,82.69710297106099,84.4969467289157,86.14599886144829
55,79.29681600681224,81.38428130383392,83.30805922179317,85.07365167601903,86.68784253317013
56,79.95283542162936,82.00850815278899,83.89888617453941,85.63009686333942,87.20947155773823
57,80.59000084134688,82.61342851977813,84.47015143816999,86.16690999109228,87.71156734583921
58,81.20874163584078,83.19953825447793,85.02241277287374,86.68470514709797,88.19479350319895
59,81.80948365512559,83.76732639842221,85.5562178803514,87.18408271043505,88.65979623088701
60,82.39264898857802,84.31727508651656,86.07210417522369,87.6656292178594,89.10720435426094
61,82.95865564870168,84.84985942681602,86.57059863903156,88.12991719265273,89.5376291637397
62,83.50791694038693,85.36554721621067,87.05221769807513,88.57750538070398,89.95166473853766
63,84.04084157148671,85.86479850210176,87.51746710594507,89.00893873024704,90.34988828821312
64,84.5578333699926,86.34806550049736,87.9668417316507,89.42474826682461,90.73286026919557
65,85.05929104091499,86.81579255200495,88.40082562908195,89.82545118064236,91.10112429023495
66,85.54560770259955,87.26841592897058,88.81989201429336,90.21155111857314,91.45520775227604
67,86.01717085009388,87.7063636120898,89.22450321656234,90.58353824322506,91.79562207541481
68,86.4743622657646,88.13005522524327,89.61511051219566,90.9418891093192,92.12286280858284
69,86.91755781379725,88.53990202403908,89.99215437526215,91.2870670387085,92.43740980965252
70,87.3471272197566,88.93630680748116,90.35606449939243,91.61952233665728,92.73972788962745
71,87.76343391477711,89.31966382384759,90.70725979483184,91.93969240927166,93.03026701619034
72,88.16683505227687,89.69035875296616,91.04614831514814,92.24800170829981,93.30946261436164
73,88.55768137005006,90.04876873655306,91.37312760902287,92.54486227604468,93.57773564184035
74,88.93631709404735,90.39526236582765,91.6885847687731,92.83067390380073,93.83549314880736
75,89.30307980397518,90.730199684465,91.9928964376326,93.10582435859361,94.0831285242568
76,89.65830048214772,91.05393222108934,92.28642887702776,93.37068944936603,94.32102174976828
77,90.00230345000118,91.3668030506315,92.56953833266698,93.62563324803773,94.54954012089952
78,90.33540634044553,91.6691468446761,92.84257110689826,93.87100848035344,94.7690384334346
79,90.65792004847816,91.96128992998358,93.10586371891036,94.10715664979128,94.97985903339385
80,90.97014876590913,92.2435503629508,93.35974288845141,94.33440829045934,95.18233225781823
81,91.27238999060053,92.5162380249066,93.60452583510177,94.5530836235151,95.37677684423136
82,91.56493454343716,92.77965471065387,93.84052044882598,94.76349236429716,95.56350052652508
83,91.84806657490864,93.03409423593365,94.06802540566378,94.96593399983048,95.74279994563072
84,92.1220636119355,93.27984254497244,94.28733041897706,95.16069806215297,95.91496108421984
85,92.38719661469518,93.51717781315286,94.49871664356866,95.34806451332183,96.08025958552132
86,92.64373002297046,93.74637056840241,94.70245649979637,95.52830411596379,96.2389612225248
87,92.89192181309414,93.96768381133272,94.89881395931255,95.70167837147207,96.39132207288414
88,93.13202356246384,94.18137314042556,95.08804472368107,95.86843987861775,96.53758879578072
89,93.36428052701632,94.38768695349917,95.27039658090042,96.02883257353388,96.67799894655438
90,93.58893171539331,94.58686652408937,95.44610952597652,96.18309210892834,96.81278132886088
91,93.80620997004047,94.77914611459819,95.6154158405386,96.33144597603221,96.9421563191081
92,94.0163420524616,94.96475313027851,95.77854033430853,96.47411372018121,97.0663360329425
93,94.21954874844212,95.1439082521097,95.93570054100492,96.61130719094189,97.18552464289385
94,94.41604494939136,95.31682558997908,96.08710700807548,96.74323080359707,97.29991864617062
95,94.6060397401791,95.48371296533571,96.23296336102666,96.87008184381286,97.4097071467856
96,94.78973650018354,95.64477187675965,96.37346650512723,96.99205056057365,97.515072079025
97,94.96733300000858,95.80019766794715,96.50880681104243,97.10932042552797,97.61618845400132
98,95.13902150987794,95.95017968284262,96.63916833677237,97.22206834640234,97.71322459466356
