,0,1,2,3,4,5,6,7,8,9,10
0,40.845816125077164,40.83553774935484,40.81459008535551,40.79320304295916,40.77130865033048,40.74889506140016,40.72599134010258,40.70249433429181,40.67838673851466,40.653638738705304,40.62820819977083
1,40.835754978111844,40.81526148636197,40.7734291297513,40.73046544798411,40.686306775856664,40.64086853047544,40.59404870979785,40.54576865928889,40.49591736795852,40.44437319794771,40.39099995601558
2,40.82581833456011,40.795175570917074,40.73249038891687,40.667808220345,40.6009543855288,40.53177534163678,40.460074647399054,40.38565160183285,40.30825972858798,40.22761786310213,40.14340584407291
3,40.81600983540684,40.77532973714094,40.69182268257546,40.60522819102509,40.51526679555951,40.42164512499654,40.32401295710927,40.22197753427393,40.115067005850776,40.00273522731348,39.88433493002771
4,40.80632622300315,40.75569463560041,40.65140321151725,40.54273504546756,40.4292518567993,40.31046614930116,40.1857980824195,40.05456843936081,39.91596383367357,39.76900806400693,39.61251607770476
5,40.79676582578672,40.73626822263127,40.61123831171687,40.48033870550941,40.342918380987314,40.198226863620484,40.045360930591976,39.88323804918428,39.710535254433275,39.525622970421566,39.326453197564284
6,40.787327294519685,40.71705039201508,40.5713329091445,40.418049542229376,40.25627562130087,40.08491637193719,39.902632860142454,39.70778583178595,39.498325924775166,39.27164859156552,39.02438051852656
7,40.778009039533266,40.69804056510247,40.531691170836766,40.3558781295641,40.169334267311726,39.97052571030759,39.75754305184357,39.52799823258163,39.27882891215948,39.00602306268948,38.70419580827181
8,40.76881036969367,40.679238391461716,40.49231765171477,40.2938350371707,40.082105732389955,39.855045619867695,39.61001874024202,39.34364877825372,39.051487376216144,38.72752743192377,38.36338109656772
9,40.75973036899308,40.660643185188626,40.453216583080355,40.23193212858831,39.99460165676819,39.73846974484113,39.459985835404666,39.154492839244284,38.815685505881284,38.4347598947641,37.998904366296294
10,40.7507677928987,40.64225440855293,40.41439245432353,40.17018026246806,39.90683521171061,39.620792396161505,39.30736935133982,38.96027359860856,38.57074345266992,38.12610889092774,37.607106220357345
11,40.741921645932614,40.62407132317196,40.37584918121411,40.10859063451357,39.81882014393942,39.50200957409471,39.152093850291266,38.760718644080086,38.31591232116278,37.79972072706811,37.18358142361495
12,40.733190943182144,40.60609347631238,40.33759099021794,40.047174910459184,39.73057170887125,39.38211970401433,38.99408302918646,38.555541280869335,38.050371616673964,37.45347944048431,36.72308737467058
13,40.724574258723116,40.58831977751827,40.29962216607761,39.98594491538658,39.6421059183642,39.26112230120741,38.83326250319711,38.34444149891206,37.77322782162532,37.084996136392384,36.219566235613584
14,40.71607005505158,40.57074919241545,40.26194629431075,39.92491271901236,39.55344024318903,39.139020415984746,38.6695592461633,38.12710846924329,37.48351941304239,36.6916345798751,35.666459758035806
15,40.707677009989396,40.55338128160976,40.2245673766229,39.86409055393654,39.46459246314971,39.01581928387011,38.50290338877675,37.90322439642663,37.180230654646884,36.2706040081994,35.057639518547326
16,40.69939467080378,40.53621525514902,40.187489089991885,39.803490834251015,39.37558200193193,38.89152765586943,38.333229767543855,37.67246939008754,36.862319603927666,35.81917413935088,34.389368490977205
17,40.69122194440321,40.51925025982819,40.15071507670042,39.7431261576627,39.286429998845804,38.76615788311778,38.16047910136903,37.434531216617394,36.52876752577028,35.33508343981527,33.66340715594846
18,40.68315762746338,40.50248539524216,40.11424905223306,39.6830093287308,39.19715903883326,38.63972613210583,37.9846015457496,37.18911581244606,36.17865852279033,34.81720717329429,32.89025534440473
19,40.6752004864726,40.48591973242668,40.07809429581284,39.62315328683803,39.10779248509346,38.512252771694286,37.80555729304813,36.935963767940684,35.81130165507731,34.26648075526377,32.09016495139901
20,40.66734961867271,40.469552309558935,40.04225433361425,39.56357099172479,39.01835505768089,38.38376351256022,37.623322394878144,36.67487146253851,35.426401047655396,33.68688666287239,31.290043507946297
21,40.65960399648906,40.453382144558255,40.00673235808589,39.50427569832932,38.928873021560705,38.25428908827902,37.43789075002559,36.40571928728553,35.0242737825074,33.08608230554126,30.517392890686754
22,40.65196246320184,40.437408211405,39.97153145246917,39.445280843394364,38.83937409501593,38.12386667286602,37.24927865055675,36.12850554087806,34.60609476165214,32.47516990644275,29.79467718880394
23,40.64442381473481,40.42162945189675,39.93665478136616,39.38659969625213,38.74988744577166,37.9925395950709,37.05752996969515,35.84338732826239,34.17412107988651,31.86742220838106,29.136524528902815
24,40.63698696013718,40.40604481500951,39.90210541510672,39.32824571929457,38.660443717397406,37.860358756259025,36.862721909731455,35.550726240753285,33.731821008502244,31.276342948015778,28.54978415313232
25,40.629651098400736,40.39065320694676,39.867886229234166,39.2702325517918,38.57107506695809,37.72738242249416,36.66497076838084,35.251135104687584,33.283829820908636,30.713788599765575,28.03517594712508
26,40.62241499493209,40.37545348427647,39.83399988214071,39.21257375691164,38.4818151889176,37.5936776403317,36.464438137227354,34.94552014227495,32.83569087062841,30.18873851733821,27.589329800565825
