,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,553.0,563.0,573.0,583.0,593.0,603.0,613.0,553.0,563.0,573.0,583.0,593.0,603.0,613.0,553.0,563.0,573.0,583.0,593.0,603.0,613.0,553.0,563.0,573.0,583.0,593.0,603.0,613.0,553.0,563.0,573.0,583.0,593.0,603.0,613.0,553.0,563.0,573.0,583.0,593.0,603.0,613.0,553.0,563.0,573.0,583.0,593.0,603.0,613.0
1,558.0946200370026,568.656758288971,579.252251126748,589.8794758286671,600.5362945855098,611.2200484460334,621.927564869832,556.3773729526936,566.7507728942263,577.1470458691479,587.5654070976673,598.0047863383404,608.4638233807591,618.9408723713094,555.5258461998494,565.8053313417319,576.1021813236191,586.4159099651688,596.7458366729114,607.0910852454921,617.450585052874,554.6790911415266,564.8650149075435,575.0626432578734,585.271715925922,595.4918563207303,605.7225709730048,615.9632503602265,554.2575113784579,564.3967977007658,574.5449071376908,584.701667742217,594.8668245756464,605.0400398439918,615.2208936693636,554.0051407406604,564.1164930551118,574.234924351859,584.3603078944791,594.4924527603268,604.6311040330861,614.7759435890774,553.8371346919503,563.9298851976419,574.0285457834403,584.133016850881,594.2431464773155,604.3587305481333,614.4795136617383
2,563.3570449621676,574.4895488770653,585.6810149764999,596.9249283658366,608.2131788081048,619.5360927979933,630.8825347028082,559.8305521953807,570.5823668178548,581.3771653035078,592.212124008083,603.0836093436362,613.9871740930095,624.9175765762684,558.0946200344479,568.6567582871038,579.2522511250195,589.8794758272052,600.5362945842691,611.2200484450856,621.9275648697874,556.3773729522134,566.750772894098,577.147045869489,587.5654070991386,598.0047863389372,608.4638233812632,618.9408723721211,555.5258462000207,565.8053313424438,576.1021813258739,586.4159099677001,596.7458366747846,607.0910852469005,617.450585055745,555.0172188395869,565.2405225603771,575.4778118683888,585.7287444733404,595.992832255368,606.2694403029915,616.5577880705042,554.6790911451625,564.8650149139025,575.0626432636084,585.2717159311459,595.4918563249703,605.7225709765786,615.9632503642903
3,568.7762197183233,580.4765719147508,592.2486574964439,604.0765229263639,615.9410616926534,627.8203384392374,639.6901387023496,563.357044960557,574.4895488756911,585.6810149752846,596.9249283647647,608.213178807159,619.5360927971697,630.882534702411,560.7054212346817,571.5523148164716,582.4466323451813,593.3847968274034,604.3622509035829,615.3734546370657,626.4119156327104,558.0946200337268,568.6567582870216,579.2522511253472,589.8794758278411,600.5362945850424,611.220048445844,621.9275648708942,556.8049166868917,567.2253948703548,577.6714371870679,588.1420807911247,598.6360251918915,609.151628911363,619.6869122723881,556.0361913735802,566.3719853696864,576.7284686732092,587.1049848293918,597.500629974929,607.9142511872615,618.3444460396593,555.5258462004433,565.805331344039,576.1021813272839,586.4159099708457,596.7458366774224,607.0910852492415,617.4505850587216
4,574.3352056056623,586.5870471509484,598.9047687597849,611.2575858230704,623.610108425611,635.9235741699584,648.1575441422151,566.9533247893668,578.4654637888601,590.0468534817911,601.6852590148206,613.3658417464743,625.0713361394093,636.782389351277,563.3570449599139,574.4895488753714,585.6810149751955,596.9249283647958,608.2131788073115,619.5360927976243,630.8825347028562,559.830552193549,570.5823668169683,581.3771653036202,592.2121240090203,603.0836093452198,613.9871740947212,624.9175765782994,558.0946200331903,568.6567582871094,579.2522511262025,589.8794758285802,600.5362945857601,611.2200484465172,621.927564871985,557.0620103089946,567.5107711764941,577.9866897642813,588.4886855279804,599.0153092359561,609.5647366823147,620.1347731750994,556.377372952793,566.7507728957627,577.1470458718326,587.5654071031726,598.0047863419655,608.4638233839115,618.9408723754594
5,580.0102259996756,592.7803093619449,605.5859578419233,618.3763303907868,631.0958564563014,643.6873318082899,656.0955501900364,570.6147057209112,582.5014787084,594.4603997330562,606.4711886032308,618.5098692293699,630.549310806968,642.5600620967275,566.0479474176481,577.4654815117352,588.9503189822462,600.4918630597601,612.0771811626079,623.6911297121115,635.3166120083753,561.5848289838063,572.5268982476045,583.5205499710916,594.5613460605589,605.6436785839661,616.7607745304227,627.9047432190823,559.394835005403,570.0991616120997,580.8441541993977,591.6273260729349,602.4454610120569,613.2946072034063,624.1700929944562,558.0946200327944,568.6567582872372,579.2522511268564,589.8794758298544,600.5362945863521,611.2200484477806,621.9275648733993,557.2336419477145,567.7012726317732,578.1971132025602,588.7200020152995,599.2683848829095,609.8403104265495,620.433434033228
6,585.7699127096364,599.00558635767,612.2171601444668,625.3302848544147,638.2687919955395,650.9605379903529,663.3431434824707,574.3352056033892,586.5870471488297,598.9047687583936,611.2575858219495,623.6101084245585,635.9235741689197,648.1575441413908,568.7762197153572,580.4765719124415,592.2486574949313,604.076522925296,615.941061691825,627.8203384386871,639.6901387020625,563.3570449593583,574.4895488755722,585.6810149759255,596.924928366061,608.2131788087703,619.5360927992022,630.8825347043851,560.705421232649,571.5523148159731,582.4466323467931,593.384796830058,604.3622509062368,615.3734546397131,626.4119156360031,559.133957561228,569.8098112245099,580.5249104865616,591.2769586560893,602.0629757279025,612.8792916923315,623.7215594969734,558.0946200325958,568.6567582876817,579.252251127033,589.87947583048,600.5362945877815,611.220048448539,621.9275648744936
7,591.5749889370597,605.2027643735977,618.7147797825567,632.013375956298,645.0066551829005,657.6170304343162,669.7878594950707,578.1074347323431,590.709619989839,603.360528084199,616.0165128418553,628.6289923125861,641.1468089166652,653.5191467586542,571.5395520092986,583.5186805016381,595.5693191200465,607.6687913452035,619.7904699084775,631.9044499106475,643.9785666795785,565.1467254105826,576.4694106872684,587.8570173561537,599.3004452757319,610.7885166014587,622.3080615967648,633.8441113947387,562.0262185836647,573.0158959421678,584.0591224658289,595.1509864572101,606.2853053380875,617.454635977489,628.6503324698983,560.179951974832,570.9697833962401,581.8044069645059,592.6807104806619,603.5947051938648,614.5415236980558,625.5154414738041,558.9602703558647,569.6171511128528,580.3123185120913,591.0435977257501,601.8081602875369,612.6025175704426,623.4225321379917
8,597.3785498268803,611.3043956772536,624.9916746634783,638.3248554358692,651.2070093595757,663.5693606166892,675.3760250837257,581.9224904898996,594.8546346421698,607.805906121597,620.7178694416707,633.5279042982398,646.1731398754717,658.5948297975684,574.3352056018538,586.5870471477314,598.9047687580688,611.2575858219318,623.6101084245738,635.923574169195,648.1575441416612,566.9533247874857,578.4654637882123,590.0468534821257,601.6852590156947,613.3658417482904,625.071336141901,636.7823893540913,563.3570449589906,574.4895488758725,585.6810149772691,596.9249283673403,608.2131788100014,619.5360928004812,630.8825347059109,561.2325244986549,572.1365151365051,583.0904600676378,594.0902789964997,605.1307999527659,616.2057601028579,627.3078461684256,559.830552191563,570.582366816799,581.3771653050117,592.2121240120945,603.0836093497448,613.9871740991741,624.917576583822
9,603.1271559092373,617.2390176473962,630.9635150679113,644.1784609118558,656.7971327904614,668.7754098512615,680.1110996006943,585.7699127076102,599.0055863558844,612.2171601431306,625.3302848530549,638.2687919943646,650.960537989095,663.3431434813731,577.1599887438875,589.6762698017534,602.2466738014199,614.8309731811936,627.3840069016052,639.857715382784,652.2037227635759,568.7762197142512,580.4765719119988,592.2486574954544,604.0765229265597,615.9410616932932,627.8203384402703,639.6901387035875,564.697696507846,575.9728855151793,587.3116505035553,598.7055878393686,610.1443411910373,621.6156711394708,633.1056216454493,562.2915877754633,573.309832697024,584.3827691317326,595.5051868065129,606.6705422866568,617.8709728032359,629.0973617427823,560.7054212314332,571.5523148157533,582.4466323477939,593.3847968333101,604.3622509095417,615.3734546432377,626.4119156399529
