,0,1,2,3,4,5,6,7,8,9,10
0,38.857746429480805,38.83981260074825,38.80329604933121,38.7658715128193,38.72746379409557,38.688012650008716,38.64744583533291,38.605685075635876,38.56263683204385,38.51819925899002,38.47225744383954
1,38.84042901808124,38.80490776651021,38.73227679670596,38.65738617658829,38.58005479220524,38.500071170975744,38.417202087682,38.3311773217905,38.241692156719004,38.148390327646844,38.05085677898685
2,38.8235486245686,38.77077289128963,38.66242573100252,38.550066538605506,38.433308761041076,38.31170231474502,38.18472697199643,38.05177729555668,37.91213651218477,37.76494988729423,37.60918982621814
3,38.80707330941772,38.737375947345804,38.593732752368275,38.44392886250547,38.28727843896322,38.12297061132435,37.95004368591121,37.767347778296696,37.573484371418644,37.36673384306382,37.144954186560355
4,38.790995717737545,38.704708552990994,38.526202479338345,38.339007658670106,38.14203133043514,37.933958373410164,37.71319366336088,37.47777743031593,37.22526520177445,36.952553735116275,36.65563272703608
5,38.775308079678894,38.67276085098107,38.459838254972794,38.235336565772165,37.99763782275821,37.74475833227661,37.47423949965336,37.18298908144999,36.867048089165486,36.52123654093135,36.13862754172222
6,38.760001743501526,38.64152266674334,38.39464121927934,38.13294869216123,37.85417075435424,37.55547229374835,37.233269932726074,36.88295537292639,36.4984849336738,36.07173861607252,35.59155888972801
7,38.74506934235564,38.61098296579634,38.330613418182544,38.031876085619146,37.711704311726194,37.366213734553824,36.99040425422099,36.57771771590994,36.119371392080055,35.603336230541515,35.01286121723288
8,38.730501402747585,38.58113204376404,38.26775544495437,37.932150084996685,37.57031558964645,37.177108652436495,36.7457983796831,36.26740838564157,35.729731506484605,35.11591807239176,34.402782647057954
9,38.71629144949683,38.55195950988336,38.20606698828427,37.83380105067516,37.43008383945932,36.98829596108094,36.499650599621795,35.9522783717246,35.329925904448444,34.61038704961035,33.76473178945028
10,38.702431802482046,38.523454884227874,38.14554683569538,37.73685848182315,37.29109016480357,36.799927570749034,36.252206483877416,35.632728568451626,34.920781250212514,34.08912098438141,33.10645093184411
11,38.68891499609006,38.4956078176616,38.08619289833642,37.641350417548416,37.1534177158806,36.61217063490271,36.00376541562124,35.30933913883134,34.50372107289037,33.55633516801146,32.44002241316512
12,38.67573376044836,38.468407758914246,38.02800240962031,37.547304653110224,37.01715057890867,36.425205222852924,35.75468556401012,34.98290382489524,34.08086519494265,33.01811316412513,31.780060399026244
13,38.66288067376061,38.44184353694753,37.97097178367771,37.45474697568576,36.882374259121974,36.23922552490971,35.50538765379695,34.65444564633203,33.655053052588,32.48191976627719,31.140782858841717
14,38.65034891042034,38.415904062895606,37.91509657651191,37.36370116463823,36.749174590362806,36.05443920028854,35.256356621068164,34.325225024090265,33.22974435150972,31.955661327689974,30.53354273452664
